Comment,,510MJ3mWin.5mH,,510MJ3mWin.5mH,,,,
S/N,,9178815,,9178815,,,,
Sensor,,Internal Digital Temperature,,Internal RH,,,,
Low,,,,,,,,
Pre-low,,,,,,,,
Pre-high,,,,,,,,
High,,,,,,,,
,,,,,,,,
Date,Time,Internal Digital Temperature,Alarm Type,Internal RH,Alarm Type,Time Stamp Comment,,
27/02/2020,20:36:51,23.04,,24.48,,,,
27/02/2020,20:37:51,23.05,,24.48,,,,
27/02/2020,20:38:51,23.05,,24.48,,,,
27/02/2020,20:39:51,23.06,,24.48,,,,
27/02/2020,20:40:51,23.06,,24.48,,,,
27/02/2020,20:41:51,23.07,,24.48,,,,
27/02/2020,20:42:51,23.07,,24.52,,,,
27/02/2020,20:43:51,23.09,,24.52,,,,
27/02/2020,20:44:51,23.09,,24.52,,,,
27/02/2020,20:45:51,23.08,,24.52,,,,
27/02/2020,20:46:51,23.09,,24.48,,,,
27/02/2020,20:47:51,23.11,,24.48,,,,
27/02/2020,20:48:51,23.11,,24.45,,,,
27/02/2020,20:49:51,23.11,,24.45,,,,
27/02/2020,20:50:51,23.11,,24.41,,,,
27/02/2020,20:51:51,23.11,,24.38,,,,
27/02/2020,20:52:51,23.13,,24.38,,,,
27/02/2020,20:53:51,23.13,,24.35,,,,
27/02/2020,20:54:51,23.13,,24.35,,,,
27/02/2020,20:55:51,23.13,,24.38,,,,
27/02/2020,20:56:51,23.14,,24.38,,,,
27/02/2020,20:57:51,23.14,,24.38,,,,
27/02/2020,20:58:51,23.16,,24.42,,,,
27/02/2020,20:59:51,23.16,,24.42,,,,
27/02/2020,21:00:51,23.16,,24.42,,,,
27/02/2020,21:01:51,23.16,,24.42,,,,
27/02/2020,21:02:51,23.16,,24.42,,,,
27/02/2020,21:03:51,23.18,,24.42,,,,
27/02/2020,21:04:51,23.18,,24.38,,,,
27/02/2020,21:05:51,23.18,,24.38,,,,
27/02/2020,21:06:51,23.17,,24.38,,,,
27/02/2020,21:07:51,23.18,,24.38,,,,
27/02/2020,21:08:51,23.18,,24.35,,,,
27/02/2020,21:09:51,23.18,,24.35,,,,
27/02/2020,21:10:51,23.18,,24.35,,,,
27/02/2020,21:11:51,23.18,,24.35,,,,
27/02/2020,21:12:51,23.18,,24.35,,,,
27/02/2020,21:13:51,23.18,,24.32,,,,
27/02/2020,21:14:51,23.18,,24.32,,,,
27/02/2020,21:15:51,23.18,,24.32,,,,
27/02/2020,21:16:51,23.18,,24.32,,,,
27/02/2020,21:17:51,23.18,,24.32,,,,
27/02/2020,21:18:51,23.18,,24.28,,,,
27/02/2020,21:19:51,23.18,,24.28,,,,
27/02/2020,21:20:51,23.18,,24.28,,,,
27/02/2020,21:21:51,23.18,,24.28,,,,
27/02/2020,21:22:51,23.17,,24.28,,,,
27/02/2020,21:23:51,23.16,,24.25,,,,
27/02/2020,21:24:51,23.16,,24.25,,,,
27/02/2020,21:25:51,23.16,,24.25,,,,
27/02/2020,21:26:51,23.16,,24.25,,,,
27/02/2020,21:27:51,23.16,,24.25,,,,
27/02/2020,21:28:51,23.16,,24.25,,,,
27/02/2020,21:29:51,23.16,,24.25,,,,
27/02/2020,21:30:51,23.16,,24.25,,,,
27/02/2020,21:31:51,23.16,,24.25,,,,
27/02/2020,21:32:51,23.16,,24.25,,,,
27/02/2020,21:33:51,23.15,,24.25,,,,
27/02/2020,21:34:51,23.14,,24.25,,,,
27/02/2020,21:35:51,23.13,,24.21,,,,
27/02/2020,21:36:51,23.13,,24.21,,,,
27/02/2020,21:37:51,23.13,,24.21,,,,
27/02/2020,21:38:51,23.13,,24.21,,,,
27/02/2020,21:39:51,23.13,,24.21,,,,
27/02/2020,21:40:51,23.13,,24.21,,,,
27/02/2020,21:41:51,23.13,,24.21,,,,
27/02/2020,21:42:51,23.13,,24.21,,,,
27/02/2020,21:43:51,23.11,,24.24,,,,
27/02/2020,21:44:51,23.11,,24.24,,,,
27/02/2020,21:45:51,23.11,,24.24,,,,
27/02/2020,21:46:51,23.11,,24.24,,,,
27/02/2020,21:47:51,23.11,,24.24,,,,
27/02/2020,21:48:51,23.11,,24.24,,,,
27/02/2020,21:49:51,23.10,,24.24,,,,
27/02/2020,21:50:51,23.09,,24.24,,,,
27/02/2020,21:51:51,23.09,,24.24,,,,
27/02/2020,21:52:51,23.09,,24.24,,,,
27/02/2020,21:53:51,23.09,,24.24,,,,
27/02/2020,21:54:51,23.08,,24.24,,,,
27/02/2020,21:55:51,23.09,,24.24,,,,
27/02/2020,21:56:51,23.09,,24.24,,,,
27/02/2020,21:57:51,23.09,,24.24,,,,
27/02/2020,21:58:51,23.09,,24.24,,,,
27/02/2020,21:59:51,23.07,,24.24,,,,
27/02/2020,22:00:51,23.07,,24.24,,,,
27/02/2020,22:01:51,23.07,,24.24,,,,
27/02/2020,22:02:51,23.06,,24.24,,,,
27/02/2020,22:03:51,23.06,,24.24,,,,
27/02/2020,22:04:51,23.05,,24.24,,,,
27/02/2020,22:05:51,23.05,,24.24,,,,
27/02/2020,22:06:51,23.05,,24.27,,,,
27/02/2020,22:07:51,23.05,,24.27,,,,
27/02/2020,22:08:51,23.05,,24.27,,,,
27/02/2020,22:09:51,23.05,,24.27,,,,
27/02/2020,22:10:51,23.04,,24.27,,,,
27/02/2020,22:11:51,23.04,,24.27,,,,
27/02/2020,22:12:51,23.04,,24.27,,,,
27/02/2020,22:13:51,23.04,,24.31,,,,
27/02/2020,22:14:51,23.04,,24.31,,,,
27/02/2020,22:15:51,23.04,,24.31,,,,
27/02/2020,22:16:51,23.04,,24.31,,,,
27/02/2020,22:17:51,23.04,,24.31,,,,
27/02/2020,22:18:51,23.04,,24.31,,,,
27/02/2020,22:19:51,23.04,,24.34,,,,
27/02/2020,22:20:51,23.04,,24.38,,,,
27/02/2020,22:21:51,23.04,,24.38,,,,
27/02/2020,22:22:51,23.05,,24.41,,,,
27/02/2020,22:23:51,23.05,,24.45,,,,
27/02/2020,22:24:51,23.05,,24.48,,,,
27/02/2020,22:25:51,23.05,,24.51,,,,
27/02/2020,22:26:51,23.05,,24.51,,,,
27/02/2020,22:27:51,23.04,,24.55,,,,
27/02/2020,22:28:51,23.04,,24.58,,,,
27/02/2020,22:29:51,23.04,,24.61,,,,
27/02/2020,22:30:51,23.04,,24.61,,,,
27/02/2020,22:31:51,23.04,,24.65,,,,
27/02/2020,22:32:51,23.04,,24.65,,,,
27/02/2020,22:33:51,23.02,,24.68,,,,
27/02/2020,22:34:51,23.02,,24.68,,,,
27/02/2020,22:35:51,23.02,,24.68,,,,
27/02/2020,22:36:51,23.02,,24.68,,,,
27/02/2020,22:37:51,23.02,,24.68,,,,
27/02/2020,22:38:51,23.01,,24.71,,,,
27/02/2020,22:39:51,23.02,,24.71,,,,
27/02/2020,22:40:51,23.00,,24.71,,,,
27/02/2020,22:41:51,23.00,,24.71,,,,
27/02/2020,22:42:51,23.00,,24.75,,,,
27/02/2020,22:43:51,22.99,,24.75,,,,
27/02/2020,22:44:51,22.98,,24.75,,,,
27/02/2020,22:45:51,22.98,,24.78,,,,
27/02/2020,22:46:51,22.97,,24.78,,,,
27/02/2020,22:47:51,22.97,,24.78,,,,
27/02/2020,22:48:51,22.97,,24.81,,,,
27/02/2020,22:49:51,22.96,,24.81,,,,
27/02/2020,22:50:51,22.96,,24.81,,,,
27/02/2020,22:51:51,22.96,,24.81,,,,
27/02/2020,22:52:51,22.96,,24.85,,,,
27/02/2020,22:53:51,22.96,,24.85,,,,
27/02/2020,22:54:51,22.95,,24.85,,,,
27/02/2020,22:55:51,22.95,,24.85,,,,
27/02/2020,22:56:51,22.95,,24.85,,,,
27/02/2020,22:57:51,22.95,,24.85,,,,
27/02/2020,22:58:51,22.95,,24.85,,,,
27/02/2020,22:59:51,22.95,,24.85,,,,
27/02/2020,23:00:51,22.95,,24.85,,,,
27/02/2020,23:01:51,22.95,,24.88,,,,
27/02/2020,23:02:51,22.95,,24.88,,,,
27/02/2020,23:03:51,22.95,,24.88,,,,
27/02/2020,23:04:51,22.95,,24.88,,,,
27/02/2020,23:05:51,22.95,,24.88,,,,
27/02/2020,23:06:51,22.95,,24.91,,,,
27/02/2020,23:07:51,22.95,,24.91,,,,
27/02/2020,23:08:51,22.95,,24.91,,,,
27/02/2020,23:09:51,22.95,,24.91,,,,
27/02/2020,23:10:51,22.95,,24.95,,,,
27/02/2020,23:11:51,22.95,,24.95,,,,
27/02/2020,23:12:51,22.95,,24.95,,,,
27/02/2020,23:13:51,22.95,,24.95,,,,
27/02/2020,23:14:51,22.93,,24.95,,,,
27/02/2020,23:15:51,22.93,,24.95,,,,
27/02/2020,23:16:51,22.93,,24.95,,,,
27/02/2020,23:17:51,22.93,,24.98,,,,
27/02/2020,23:18:51,22.93,,24.98,,,,
27/02/2020,23:19:51,22.95,,24.98,,,,
27/02/2020,23:20:51,22.95,,24.98,,,,
27/02/2020,23:21:51,22.95,,24.98,,,,
27/02/2020,23:22:51,22.95,,24.98,,,,
27/02/2020,23:23:51,22.95,,24.98,,,,
27/02/2020,23:24:51,22.96,,24.98,,,,
27/02/2020,23:25:51,22.97,,24.98,,,,
27/02/2020,23:26:51,22.97,,24.95,,,,
27/02/2020,23:27:51,22.98,,24.95,,,,
27/02/2020,23:28:51,22.98,,24.95,,,,
27/02/2020,23:29:51,23.00,,24.92,,,,
27/02/2020,23:30:51,23.00,,24.92,,,,
27/02/2020,23:31:51,23.00,,24.92,,,,
27/02/2020,23:32:51,23.00,,24.88,,,,
27/02/2020,23:33:51,23.02,,24.89,,,,
27/02/2020,23:34:51,23.02,,24.89,,,,
27/02/2020,23:35:51,23.02,,24.89,,,,
27/02/2020,23:36:51,23.04,,24.85,,,,
27/02/2020,23:37:51,23.04,,24.85,,,,
27/02/2020,23:38:51,23.04,,24.85,,,,
27/02/2020,23:39:51,23.04,,24.85,,,,
27/02/2020,23:40:51,23.04,,24.85,,,,
27/02/2020,23:41:51,23.04,,24.85,,,,
27/02/2020,23:42:51,23.04,,24.82,,,,
27/02/2020,23:43:51,23.05,,24.82,,,,
27/02/2020,23:45:51,23.06,,24.82,,,,
27/02/2020,23:46:51,23.06,,24.82,,,,
27/02/2020,23:47:51,23.06,,24.82,,,,
27/02/2020,23:48:51,23.06,,24.82,,,,
27/02/2020,23:49:51,23.07,,24.82,,,,
27/02/2020,23:50:51,23.07,,24.82,,,,
27/02/2020,23:51:51,23.07,,24.82,,,,
27/02/2020,23:52:51,23.07,,24.82,,,,
27/02/2020,23:53:51,23.07,,24.86,,,,
27/02/2020,23:54:51,23.08,,24.86,,,,
27/02/2020,23:55:51,23.09,,24.86,,,,
27/02/2020,23:56:51,23.09,,24.86,,,,
27/02/2020,23:57:51,23.11,,24.86,,,,
27/02/2020,23:58:51,23.11,,24.82,,,,
27/02/2020,23:59:51,23.11,,24.82,,,,
